domain,left,right,left_total,right_total,left_share,right_share
shorenewstoday.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
shr.gs,0.0,26.0,334894,260132,0.0,9.99492565312995e-5
shuckandjive.xyz,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
sierrakummings.wordpress.com,217.0,0.0,334894,260132,6.479662221479035e-4,0.0
sierrastar.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
sify.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
silenceisconsent.net,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
silencekilledthedinosaurs.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
silverdoctors.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
sitsshow.blogspot.ca,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
sitsshow.blogspot.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
sitsshow.blogspot.my,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
skorpen.tumblr.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
slades.bar,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
slainbaby.nyc,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
slate.com,97.0,4.0,334894,260132,2.896438873195698e-4,1.5376808697123e-5
slate.fr,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
slate.me,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
slj.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
smar.ws,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
smashculturalmarxism.com,1.0,2.0,334894,260132,2.986019456902781e-6,7.6884043485615e-6
smh.com.au,7.0,6.0,334894,260132,2.090213619831947e-5,2.3065213045684498e-5
smobserved.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
smq.tc,32.0,54.0,334894,260132,9.555262262088899e-5,2.075869174111605e-4
snaptee.co,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
snip.ly,59.0,1.0,334894,260132,1.761751479572641e-4,3.84420217428075e-6
snopes.com,4.0,3.0,334894,260132,1.1944077827611124e-5,1.1532606522842249e-5
snpy.tv,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
sobadsogood.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
soc.ucsb.edu,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
social.newsinc.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
society6.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
somfootwear.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
sooke.pocketnews.info,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
soopermexican.com,9.0,0.0,334894,260132,2.687417511212503e-5,0.0
soothe.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
sordrescue.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
sott.net,1.0,35.0,334894,260132,2.986019456902781e-6,1.3454707609982625e-4
SOTT.NET,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
soule.mx,7.0,0.0,334894,260132,2.090213619831947e-5,0.0
soundcloud.com,135.0,12.0,334894,260132,4.0311262668187546e-4,4.6130426091368996e-5
southseattleemerald.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
sowetanlive.co.za,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
sparrowspointsteelworkers.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
spectator.org,2.0,1.0,334894,260132,5.972038913805562e-6,3.84420217428075e-6
speier.house.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
speisa.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
speronews.co,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
spidercatweb.blog,0.0,104.0,334894,260132,0.0,3.99797026125198e-4
spidercatweb.wordpress.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
spike.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
spitfirelist.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
splcenter.org,12.0,0.0,334894,260132,3.5832233482833374e-5,0.0
spokesman-recorder.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
spon.de,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
sports.yahoo.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
spoti.fi,7.0,2.0,334894,260132,2.090213619831947e-5,7.6884043485615e-6
spreaker.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
spring.st,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
sputniknews.com,0.0,21.0,334894,260132,0.0,8.072824565989575e-5
stage2omega.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
stahlhelmrecords.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
stamfordadvocate.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
StampStampede.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
standard.co.uk,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
star-telegram.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
staradvertiser.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
starshipearththebigpicture.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
state.Free,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
stateofglobe.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
stateofthenation2012.com,0.0,37.0,334894,260132,0.0,1.4223548044838775e-4
Statespoll.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
Statusbrew.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
steemit.com,0.0,111.0,334894,260132,0.0,4.267064413451632e-4
steemtalk.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
STENCILACTIV.WIXSITE.COM,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
stern.de,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
stevepieczenik.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
stickyjackglue.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
stitcher.com,2.0,3.0,334894,260132,5.972038913805562e-6,1.1532606522842249e-5
stjr.nl,64.0,0.0,334894,260132,1.9110524524177798e-4,0.0
stltoday.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
stlucianewsonline.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
stockcharts.chartmill.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
stocki.typepad.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
stopthepirates.blogspot.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
stoptrumpnowblog.wordpress.com,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
store.altnps.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
store.playstation.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
store.Store,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
storify.com,3.0,1.0,334894,260132,8.958058370708343e-6,3.84420217428075e-6
stormykromer.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
str.sg,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
strangerfruit.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
strata-sphere.com,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
stream.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
streamable.com,0.0,19.0,334894,260132,0.0,7.303984131133424e-5
strib.mn,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
StrongMamaBlog.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
stuckwithmenow.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
Studentaid.gov,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
subscribercounter.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
sumo.ly,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
sumof.us,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
sun-sentinel.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
sunherald.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
sunlightfoundation.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
superstation95.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
Support45.com,0.0,568.0,334894,260132,0.0,0.0021835068349914657
supportraven23.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
supremecourt.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
surveymonkey.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
suthenboy.com,0.0,53.0,334894,260132,0.0,2.0374271523687973e-4
sutori.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
swalwell.house.gov,6.0,1.0,334894,260132,1.7916116741416687e-5,3.84420217428075e-6
swarmapp.com,2.0,1.0,334894,260132,5.972038913805562e-6,3.84420217428075e-6
swingleft.org,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
tabas.co,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
tabletmag.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
tacticalinvestor.com,0.0,8.0,334894,260132,0.0,3.0753617394246e-5
tagesschau.de,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
taiwannews.com.tw,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
takimag.com,0.0,7.0,334894,260132,0.0,2.690941521996525e-5
takingbacktheradio.com,11.0,0.0,334894,260132,3.2846214025930595e-5,0.0
talkingfreedom.pe.hu,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
talkingpointsmemo.com,231.0,0.0,334894,260132,6.897704945445425e-4,0.0
tandfonline.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
tapnewswire.com,0.0,21.0,334894,260132,0.0,8.072824565989575e-5
tariganter.wordpress.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
TavernPuzzle.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
tcpros.co,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
tcrn.ch,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
teaparty.org,1.0,17.0,334894,260132,2.986019456902781e-6,6.535143696277275e-5
tech.slashdot.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
techcrunch.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
technical.ly,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
tedgunderson.info,0.0,11.0,334894,260132,0.0,4.228622391708825e-5
tee.pub,10.0,0.0,334894,260132,2.9860194569027812e-5,0.0
teenvogue.com,8.0,1.0,334894,260132,2.3888155655222248e-5,3.84420217428075e-6
teespring.com,24.0,17.0,334894,260132,7.166446696566675e-5,6.535143696277275e-5
Teespring.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
telanganatoday.news,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
telegram.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
telegraph.co.uk,10.0,178.0,334894,260132,2.9860194569027812e-5,6.842679870219735e-4
telesurtv.net,3.0,1.0,334894,260132,8.958058370708343e-6,3.84420217428075e-6
tellallyourfriends.org,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
tennessean.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
texastribune.org,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
tgasc.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thailandtref.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thart.co,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thatjackdaniel.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
the-american-interest.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
the-real-eye-to-see.tumblr.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theaerogram.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theage.com.au,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
theamericanchronicle.blogspot.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
theamericanconservative.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
theamericanfirst.com,0.0,157.0,334894,260132,0.0,6.035397413620777e-4
theamericanmirror.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
theamericanrevenant.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
theantimedia.org,1.0,15.0,334894,260132,2.986019456902781e-6,5.7663032614211245e-5
theatheistconservative.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
theatlantic.com,136.0,3.0,334894,260132,4.0609864613877825e-4,1.1532606522842249e-5
theatlantic.ga,0.0,2407.0,334894,260132,0.0,0.009252994633493765
theatlantic.gq,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theatln.tc,15.0,1.0,334894,260132,4.479029185354172e-5,3.84420217428075e-6
theaustralian.com.au,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thebea.st,47.0,5.0,334894,260132,1.4034291447443073e-4,1.922101087140375e-5
theblackson.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theblacksphere.net,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
theblaze.com,19.0,14.0,334894,260132,5.673436968115284e-5,5.38188304399305e-5
theblaze.com:80,12.0,0.0,334894,260132,3.5832233482833374e-5,0.0
thebluediamondgallery.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
theburningplatform.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thebwlog.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
thecapitalist.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thecolemanexperience.wordpress.com,0.0,42.0,334894,260132,0.0,1.614564913197915e-4
thecollegefix.com,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
thecommonsenseshow.com,0.0,8.0,334894,260132,0.0,3.0753617394246e-5
theconmom.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theconservativetreehouse.com,1.0,261.0,334894,260132,2.986019456902781e-6,0.0010033367674872756
theconversation.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
thecurrentpolitics.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thedailybanter.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thedailybeast.com,22.0,6.0,334894,260132,6.569242805186119e-5,2.3065213045684498e-5
thedailyconservative.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thedailymash.co.uk,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thedenverchannel.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thedesertdissenter.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thedo.do,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theduran.com,13.0,11.0,334894,260132,3.881825293973615e-5,4.228622391708825e-5
theearthchild.co.za,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
theestablishment.co,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
theeventchronicle.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
thefader.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thefederalist.com,2.0,9.0,334894,260132,5.972038913805562e-6,3.459781956852675e-5
thefederalistpapers.org,1.0,7.0,334894,260132,2.986019456902781e-6,2.690941521996525e-5
thefeministmegaphone.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thefilteredlens.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thefiscaltimes.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
thefreethoughtproject.com,1.0,10.0,334894,260132,2.986019456902781e-6,3.84420217428075e-5
thefyneprynt.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thegatewaypundit.com,7.0,99.0,334894,260132,2.090213619831947e-5,3.8057601525379425e-4
theglobeandmail.com,8.0,1.0,334894,260132,2.3888155655222248e-5,3.84420217428075e-6
thegodofrage.wordpress.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
thegoldwater.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
thegoodlordabove.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
thegrapevine.theroot.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thegrio.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theguardian.com,409.0,68.0,334894,260132,0.0012212819578732376,2.61405747851091e-4
theguardiannews.ml,0.0,13.0,334894,260132,0.0,4.997462826564975e-5
thehatclip.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
thehill.com,225.0,81.0,334894,260132,6.718543778031257e-4,3.113803761167407e-4
thehindu.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thehornnews.com,0.0,10.0,334894,260132,0.0,3.84420217428075e-5
thehotline.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thehungryrabbit.blog,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
theidesoftrump.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
theidesoftrump.net,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
theindychannel.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theintellectualist.co,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
theintercept.com,97.0,1.0,334894,260132,2.896438873195698e-4,3.84420217428075e-6
theinternationalreporter.org,0.0,200.0,334894,260132,0.0,7.688404348561499e-4
thejournal.ie,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
theknow.denverpost.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thelandmark.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thelastamericanvagabond.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
thelastgreatstand.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
theledger.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thelibertarianrepublic.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
thelifemanagementalliance.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thelocal.ch,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
theloyalopposition.net,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
themarketswork.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
themarysue.com,20.0,0.0,334894,260132,5.9720389138055625e-5,0.0
thememoryhole2.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
themfamonthly.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
themiamihurricane.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
themillenniumreport.com,0.0,30.0,334894,260132,0.0,1.1532606522842249e-4
themindunleashed.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
themissouriinjuryblog.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
themoscowtimes.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
themuslimissue.wordpress.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
thenation.com,50.0,2.0,334894,260132,1.4930097284513905e-4,7.6884043485615e-6
thenationalherald.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thenationalpulse.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thenewamerican.com,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
thenewcivilrightsmovement.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
thenews.com.pk,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
thenewscommenter.com,0.0,7.0,334894,260132,0.0,2.690941521996525e-5
thenewsstar.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thenewstribune.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thenib.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
thenightowlactivist.blogspot.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
thenorthernecho.co.uk,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
theolivepress.es,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theonion.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theothermccain.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thepantheronline.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thepeoplesvoice.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
thepetitionsite.com,2.0,6.0,334894,260132,5.972038913805562e-6,2.3065213045684498e-5
thephaser.com,0.0,16.0,334894,260132,0.0,6.1507234788492e-5
theplayerstribune.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thepoliticalinsider.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
thepoweroftherosary.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
theproudliberal.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thepublicprofessor.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thequint.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theradiancefoundation.org,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
theralphretort.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
therealnews.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
therealstrategy.com,0.0,19.0,334894,260132,0.0,7.303984131133424e-5
therebel.media,1.0,236.0,334894,260132,2.986019456902781e-6,9.07231713130257e-4
therenegadenetwork.wordpress.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
therepublicannews.net,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
TheResistance.blog,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
TheResistanceUnite.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
theresurgent.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
therevolutionaryact.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
therevue.ca,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
therightscoop.com,0.0,16.0,334894,260132,0.0,6.1507234788492e-5
therightstuff.biz,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
theroot.com,53.0,1.0,334894,260132,1.582590312158474e-4,3.84420217428075e-6
theroseresistance.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thescene.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theschnittshow.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thesecularjurist.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
theshadowleague.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thesharechannel.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thesixtyfive.org,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
thesparkmag.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thespoof.com,2.0,1.0,334894,260132,5.972038913805562e-6,3.84420217428075e-6
thestar.com,6.0,6.0,334894,260132,1.7916116741416687e-5,2.3065213045684498e-5
thestate.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
thestranger.com,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
thesun.co.uk,1.0,99.0,334894,260132,2.986019456902781e-6,3.8057601525379425e-4
thetalkingdemocrat.com,10.0,0.0,334894,260132,2.9860194569027812e-5,0.0
thetimes.co.uk,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
TheTrialOfDonaldTrump.com,9.0,0.0,334894,260132,2.687417511212503e-5,0.0
thetrumpimpeachment.com,37.0,0.0,334894,260132,1.104827199054029e-4,0.0
TheTrumpPost.co.vu,0.0,63.0,334894,260132,0.0,2.4218473697968724e-4
thetrumptimes.com,0.0,27.0,334894,260132,0.0,1.0379345870558025e-4
thetrumpwatchdog.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
thetruthdivision.com,0.0,36.0,334894,260132,0.0,1.38391278274107e-4
thetruthseeker.co.uk,0.0,19.0,334894,260132,0.0,7.303984131133424e-5
theukdatabase.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
theundefeated.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
theverge.com,3.0,2.0,334894,260132,8.958058370708343e-6,7.6884043485615e-6
thewashingtonstandard.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
theweek.com,37.0,5.0,334894,260132,1.104827199054029e-4,1.922101087140375e-5
theweeklings.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thewheelerreport.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
thewhim.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thewire.in,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thewolfpack14.weebly.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
thewrap.com,6.0,1.0,334894,260132,1.7916116741416687e-5,3.84420217428075e-6
thingiverse.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
thinkprogress.org,67.0,2.0,334894,260132,2.0006330361248633e-4,7.6884043485615e-6
This.will.destroy.our.country,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thisweekwithbarackobama.blogspot.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thomaswictor.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
thoughtcrimepress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
thoughtcrimeradio.net,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
thv11.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
ti.me,8.0,4.0,334894,260132,2.3888155655222248e-5,1.5376808697123e-5
time.com,19.0,6.0,334894,260132,5.673436968115284e-5,2.3065213045684498e-5
time4someaction.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
timeline.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
timescolonist.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
timesdaily.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
timesfreepress.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
timeslive.co.za,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
timesnow.tv,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
timesofisrael.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
timlajoieblog.wordpress.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
timothytrespas.wordpress.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
tiny.cc,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
tiny.iavian.net,1.0,9.0,334894,260132,2.986019456902781e-6,3.459781956852675e-5
tinyurl.com,132.0,57.0,334894,260132,3.9415456831116714e-4,2.1911952393400272e-4
tl.gd,10.0,2.0,334894,260132,2.9860194569027812e-5,7.6884043485615e-6
tlynnfaz.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
tmblr.co,26.0,0.0,334894,260132,7.76365058794723e-5,0.0
tmi.me,4.0,1.0,334894,260132,1.1944077827611124e-5,3.84420217428075e-6
tmiproject.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
tmj4.com,7.0,0.0,334894,260132,2.090213619831947e-5,0.0
tmz.com,0.0,9.0,334894,260132,0.0,3.459781956852675e-5
tnne.ws,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
to.pbs.org,8.0,3.0,334894,260132,2.3888155655222248e-5,1.1532606522842249e-5
tobtr.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
today.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
togetter.com,19.0,0.0,334894,260132,5.673436968115284e-5,0.0
toi.in,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
tomatosnaps.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
